Question ID,Question,Category,Difficulty Level,Tags,Answer,User Rating
2483,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Media Queries, Responsive Design, JavaScript, Bootstrap",Use the <link> tag within the <head> to include an external CSS file.,4.9
2484,How do you center a div using CSS?,Frontend Development,Beginner,"Bootstrap, Responsive Design",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.2
2485,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Media Queries, HTML, Basic Styling","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.9
2486,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Forms, Web Accessibility","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.3
2487,How do you apply a background image to a webpage?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling",You can use document.getElementById('id') to select an element by its ID.,4.6
2488,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Forms, Flexbox",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.9
2489,What are CSS pseudo-classes?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling, Responsive Design, Flexbox",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.3
2490,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"HTML, DOM Manipulation, Responsive Design, Basic Styling","Padding is the space inside an element's border, while margin is the space outside it.",4.9
2491,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Grid, DOM Manipulation, Media Queries",You can use document.getElementById('id') to select an element by its ID.,4.8
2492,What are semantic elements in HTML?,Frontend Development,Beginner,"HTML, Bootstrap, DOM Manipulation","Pseudo-classes define the state of an element, like :hover or :focus.",4.1
2493,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Grid, Responsive Design, Forms, Web Accessibility",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,5.0
2494,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Media Queries, CSS, Web Accessibility",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.7
2495,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"HTML, Basic Styling, JavaScript, Grid",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.2
2496,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"JavaScript, Bootstrap, Responsive Design","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.6
2497,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Responsive Design, Flexbox",Media queries allow you to apply styles conditionally based on screen size or device type.,4.8
2498,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"JavaScript, Web Accessibility, DOM Manipulation",Media queries allow you to apply styles conditionally based on screen size or device type.,4.9
2499,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Flexbox, DOM Manipulation","Pseudo-classes define the state of an element, like :hover or :focus.",4.6
2500,What are semantic elements in HTML?,Frontend Development,Beginner,"Web Accessibility, Bootstrap, JavaScript","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.5
2501,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"HTML, Basic Styling, Forms",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.4
2502,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"JavaScript, DOM Manipulation","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.8
2503,What are CSS pseudo-classes?,Frontend Development,Beginner,"HTML, Basic Styling, CSS, DOM Manipulation","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.8
2504,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Grid, Forms",Add a JavaScript click event listener to make a button clickable.,4.2
2505,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"CSS, Forms","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.1
2506,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"HTML, Bootstrap, Flexbox, JavaScript",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.1
2507,What are CSS pseudo-classes?,Frontend Development,Beginner,"JavaScript, DOM Manipulation","The <head> tag contains meta-information about the document, like title, scripts, and styles.",5.0
2508,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Flexbox, HTML, CSS",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.5
2509,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Media Queries, Web Accessibility, Bootstrap",You can use document.getElementById('id') to select an element by its ID.,4.6
2510,How do you apply a background image to a webpage?,Frontend Development,Beginner,"HTML, Responsive Design, Web Accessibility, Bootstrap","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.7
2511,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Responsive Design, Web Accessibility, Media Queries",Media queries allow you to apply styles conditionally based on screen size or device type.,4.9
2512,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation",Media queries allow you to apply styles conditionally based on screen size or device type.,5.0
2513,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Bootstrap, Flexbox",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.9
2514,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.6
2515,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"JavaScript, Forms, Flexbox","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.2
2516,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Bootstrap, Media Queries",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.3
2517,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"DOM Manipulation, Forms, Web Accessibility",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.5
2518,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Basic Styling, Web Accessibility, Forms","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.9
2519,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Responsive Design, JavaScript","Padding is the space inside an element's border, while margin is the space outside it.",4.2
2520,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Bootstrap, Forms","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.5
2521,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Bootstrap, DOM Manipulation","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.4
2522,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"HTML, Grid, CSS, Forms",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.3
2523,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Forms, Responsive Design","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.2
2524,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Responsive Design, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.6
2525,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Bootstrap, Flexbox, Media Queries, Grid",You can use document.getElementById('id') to select an element by its ID.,4.1
2526,What is the DOM in JavaScript?,Frontend Development,Beginner,"HTML, Grid, DOM Manipulation, JavaScript",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.1
